"trialNo","trialCode","stimFile","trialDuration","timeElapsed","trialOnset","corrAns","clockSource","trialType","questionTxt"
1,0,,0.678363775485195,0.678363775485195,0,,,,
2,1,"4_d24Clock_a3.tiff",2,2.6783637754852,0.678363775485195,,,,
3,0,,0.677136252052151,3.35550002753735,2.6783637754852,,,,
4,1,"5_d12Clock_a3.tiff",2,5.35550002753735,3.35550002753735,,,,
5,0,,0.92601464164909,6.28151466918644,5.35550002753735,,,,
6,1,"8_d12Clock_a4.tiff",2,8.28151466918644,6.28151466918644,,,,
7,0,,0.510172521695495,8.79168719088193,8.28151466918644,,,,
8,3,"EmptyImageryBox.tiff",3,11.7916871908819,8.79168719088193,,,,
9,4,"8_d24Clock_a5.tiff",3,14.7916871908819,11.7916871908819,2,"8_d12Clock_a4.tiff","TN","Is this the same TIME?"
10,0,,0.586197483469732,15.3778846743517,14.7916871908819,,,,
11,1,"10_d24Clock_a5.tiff",2,17.3778846743517,15.3778846743517,,,,
12,0,,0.569792583817616,17.9476772581693,17.3778846743517,,,,
13,1,"3_d12Clock_a5.tiff",2,19.9476772581693,17.9476772581693,,,,
14,0,,0.608043804764748,20.555721062934,19.9476772581693,,,,
15,1,"5_d24Clock_a6.tiff",2,22.555721062934,20.555721062934,,,,
16,0,,0.723143851966597,23.2788649149006,22.555721062934,,,,
17,1,"4_d12Clock_a4.tiff",2,25.2788649149006,23.2788649149006,,,,
18,0,,0.847715462790802,26.1265803776914,25.2788649149006,,,,
19,3,"EmptyImageryBox.tiff",3,29.1265803776914,26.1265803776914,,,,
20,4,"4_d12Clock_a3.tiff",3,32.1265803776914,29.1265803776914,2,"4_d12Clock_a4.tiff","TN","Is this the same TIME?"
21,0,,0.992877280688845,33.1194576583803,32.1265803776914,,,,
22,1,"9_d12Clock_a4.tiff",2,35.1194576583803,33.1194576583803,,,,
23,0,,0.592870167805813,35.7123278261861,35.1194576583803,,,,
24,1,"6_d24Clock_a3.tiff",2,37.7123278261861,35.7123278261861,,,,
25,0,,0.629653152660467,38.3419809788465,37.7123278261861,,,,
26,1,"4_d24Clock_a1.tiff",2,40.3419809788465,38.3419809788465,,,,
27,0,,0.894029783317819,41.2360107621644,40.3419809788465,,,,
28,3,"EmptyImageryBox.tiff",3,44.2360107621644,41.2360107621644,,,,
29,4,"4_d12Clock_a3.tiff",3,47.2360107621644,44.2360107621644,2,"4_d24Clock_a1.tiff","TN","Is this the same TIME?"
30,0,,0.533231707988307,47.7692424701527,47.2360107621644,,,,
31,1,"4_d24Clock_a6.tiff",2,49.7692424701527,47.7692424701527,,,,
32,0,,0.966702115838416,50.7359445859911,49.7692424701527,,,,
33,1,"8_d12Clock_a1.tiff",2,52.7359445859911,50.7359445859911,,,,
34,0,,0.827515602577478,53.5634601885686,52.7359445859911,,,,
35,3,"EmptyImageryBox.tiff",3,56.5634601885686,53.5634601885686,,,,
36,0,,0.669703567982651,57.2331637565512,56.5634601885686,,,,
37,1,"2_d24Clock_a1.tiff",2,59.2331637565512,57.2331637565512,,,,
38,0,,0.791417964966968,60.0245817215182,59.2331637565512,,,,
39,1,"7_d12Clock_a3.tiff",2,62.0245817215182,60.0245817215182,,,,
40,0,,0.992665458703414,63.0172471802216,62.0245817215182,,,,
41,3,"EmptyImageryBox.tiff",3,66.0172471802216,63.0172471802216,,,,
42,5,"7_d24Clock_a3.tiff",3,69.0172471802216,66.0172471802216,2,"7_d12Clock_a3.tiff","FP","Is this the same IMAGE?"
43,0,,0.838593036518432,69.85584021674,69.0172471802216,,,,
44,1,"6_d12Clock_a5.tiff",2,71.85584021674,69.85584021674,,,,
45,0,,0.972832163213752,72.8286723799538,71.85584021674,,,,
46,1,"10_d24Clock_a3.tiff",2,74.8286723799538,72.8286723799538,,,,
47,0,,0.589925262727775,75.4185976426816,74.8286723799538,,,,
48,1,"9_d24Clock_a1.tiff",2,77.4185976426816,75.4185976426816,,,,
49,0,,0.625210549449548,78.0438081921311,77.4185976426816,,,,
50,3,"EmptyImageryBox.tiff",3,81.0438081921311,78.0438081921311,,,,
