"trialNo","trialCode","stimFile","trialDuration","timeElapsed","trialOnset","corrAns","clockSource","trialType","questionTxt"
1,0,,0.748731853906065,0.748731853906065,0,,,,
2,1,"9_d24Clock_a2.tiff",2,2.74873185390607,0.748731853906065,,,,
3,0,,0.749694122583605,3.49842597648967,2.74873185390607,,,,
4,1,"3_d24Clock_a2.tiff",2,5.49842597648967,3.49842597648967,,,,
5,0,,0.873204698902555,6.37163067539223,5.49842597648967,,,,
6,3,"EmptyImageryBox.tiff",3,9.37163067539223,6.37163067539223,,,,
7,4,"3_d12Clock_a1.tiff",3,12.3716306753922,9.37163067539223,2,"3_d24Clock_a2.tiff","TN","Is this the same TIME?"
8,0,,0.901051325607114,13.2726820009993,12.3716306753922,,,,
9,1,"5_d24Clock_a5.tiff",2,15.2726820009993,13.2726820009993,,,,
10,0,,0.545147581840865,15.8178295828402,15.2726820009993,,,,
11,1,"2_d24Clock_a2.tiff",2,17.8178295828402,15.8178295828402,,,,
12,0,,0.716310300864279,18.5341398837045,17.8178295828402,,,,
13,3,"EmptyImageryBox.tiff",3,21.5341398837045,18.5341398837045,,,,
14,0,,0.621606182539836,22.1557460662443,21.5341398837045,,,,
15,1,"7_d12Clock_a6.tiff",2,24.1557460662443,22.1557460662443,,,,
16,0,,0.767499636625871,24.9232457028702,24.1557460662443,,,,
17,1,"8_d12Clock_a1.tiff",2,26.9232457028702,24.9232457028702,,,,
18,0,,0.56829057529103,27.4915362781612,26.9232457028702,,,,
19,3,"EmptyImageryBox.tiff",3,30.4915362781612,27.4915362781612,,,,
20,4,"8_d24Clock_a1.tiff",3,33.4915362781612,30.4915362781612,1,"8_d12Clock_a1.tiff","TP","Is this the same TIME?"
21,0,,0.97135735664051,34.4628936348017,33.4915362781612,,,,
22,1,"10_d24Clock_a2.tiff",2,36.4628936348017,34.4628936348017,,,,
23,0,,0.841671883827075,37.3045655186288,36.4628936348017,,,,
24,1,"4_d12Clock_a6.tiff",2,39.3045655186288,37.3045655186288,,,,
25,0,,0.871936979237944,40.1765024978667,39.3045655186288,,,,
26,1,"7_d24Clock_a3.tiff",2,42.1765024978667,40.1765024978667,,,,
27,0,,0.53150583349634,42.7080083313631,42.1765024978667,,,,
28,1,"9_d12Clock_a4.tiff",2,44.7080083313631,42.7080083313631,,,,
29,0,,0.5348122168798,45.2428205482429,44.7080083313631,,,,
30,3,"EmptyImageryBox.tiff",3,48.2428205482429,45.2428205482429,,,,
31,5,"9_d12Clock_a4.tiff",3,51.2428205482429,48.2428205482429,1,"9_d12Clock_a4.tiff","TP","Is this the same IMAGE?"
32,0,,0.797049917979166,52.0398704662221,51.2428205482429,,,,
33,1,"5_d12Clock_a3.tiff",2,54.0398704662221,52.0398704662221,,,,
34,0,,0.891258821939118,54.9311292881612,54.0398704662221,,,,
35,1,"4_d12Clock_a4.tiff",2,56.9311292881612,54.9311292881612,,,,
36,0,,0.728813935653307,57.6599432238145,56.9311292881612,,,,
37,1,"6_d12Clock_a6.tiff",2,59.6599432238145,57.6599432238145,,,,
38,0,,0.532936365227215,60.1928795890417,59.6599432238145,,,,
39,1,"8_d12Clock_a5.tiff",2,62.1928795890417,60.1928795890417,,,,
40,0,,0.853542891913094,63.0464224809548,62.1928795890417,,,,
41,1,"3_d24Clock_a1.tiff",2,65.0464224809548,63.0464224809548,,,,
42,0,,0.544625470764004,65.5910479517188,65.0464224809548,,,,
43,3,"EmptyImageryBox.tiff",3,68.5910479517188,65.5910479517188,,,,
44,5,"3_d12Clock_a1.tiff",3,71.5910479517188,68.5910479517188,2,"3_d24Clock_a1.tiff","FP","Is this the same IMAGE?"
45,0,,0.645761664607562,72.2368096163264,71.5910479517188,,,,
46,1,"10_d24Clock_a5.tiff",2,74.2368096163264,72.2368096163264,,,,
47,0,,0.958992275292985,75.1958018916193,74.2368096163264,,,,
48,1,"10_d12Clock_a3.tiff",2,77.1958018916193,75.1958018916193,,,,
49,0,,0.74235563352704,77.9381575251464,77.1958018916193,,,,
50,3,"EmptyImageryBox.tiff",3,80.9381575251464,77.9381575251464,,,,
51,4,"10_d24Clock_a5.tiff",3,83.9381575251464,80.9381575251464,2,"10_d12Clock_a3.tiff","TN","Is this the same TIME?"
52,0,,0.984840046148747,84.9229975712951,83.9381575251464,,,,
53,1,"4_d12Clock_a3.tiff",2,86.9229975712951,84.9229975712951,,,,
54,0,,0.83467533136718,87.7576729026623,86.9229975712951,,,,
55,1,"3_d12Clock_a5.tiff",2,89.7576729026623,87.7576729026623,,,,
