"trialNo","trialCode","stimFile","trialDuration","timeElapsed","trialOnset","corrAns","clockSource","trialType","questionTxt"
1,0,,0.897650575032458,0.897650575032458,0,,,,
2,1,"2_aClock_a4.tiff",2,2.89765057503246,0.897650575032458,,,,
3,0,,0.992592375841923,3.89024295087438,2.89765057503246,,,,
4,1,"10_aRevClock_a2.tiff",2,5.89024295087438,3.89024295087438,,,,
5,0,,0.590271760243922,6.4805147111183,5.89024295087438,,,,
6,3,"EmptyImageryBox.tiff",3,9.4805147111183,6.4805147111183,,,,
7,4,"9_aRevClock_a1.tiff",3,12.4805147111183,9.4805147111183,2,"10_aRevClock_a2.tiff","TN","Is this the same ANGLE?"
8,0,,0.726788902771659,13.20730361389,12.4805147111183,,,,
9,1,"7_aClock_a1.tiff",2,15.20730361389,13.20730361389,,,,
10,0,,0.841798287117854,16.0491019010078,15.20730361389,,,,
11,1,"6_aRevClock_a5.tiff",2,18.0491019010078,16.0491019010078,,,,
12,0,,0.649682371760719,18.6987842727685,18.0491019010078,,,,
13,3,"EmptyImageryBox.tiff",3,21.6987842727685,18.6987842727685,,,,
14,4,"6_aClock_a5.tiff",3,24.6987842727685,21.6987842727685,1,"6_aRevClock_a5.tiff","TP","Is this the same ANGLE?"
15,0,,0.539512427174486,25.238296699943,24.6987842727685,,,,
16,1,"1_aClock_a3.tiff",2,27.238296699943,25.238296699943,,,,
17,0,,0.604049253277481,27.8423459532205,27.238296699943,,,,
18,1,"5_aClock_a3.tiff",2,29.8423459532205,27.8423459532205,,,,
19,0,,0.923568354104646,30.7659143073251,29.8423459532205,,,,
20,3,"EmptyImageryBox.tiff",3,33.7659143073251,30.7659143073251,,,,
21,5,"5_aRevClock_a3.tiff",3,36.7659143073251,33.7659143073251,2,"5_aClock_a3.tiff","FP","Is this the same IMAGE?"
22,0,,0.970060744555667,37.7359750518808,36.7659143073251,,,,
23,1,"8_aRevClock_a2.tiff",2,39.7359750518808,37.7359750518808,,,,
24,0,,0.924862500396557,40.6608375522774,39.7359750518808,,,,
25,1,"4_aRevClock_a1.tiff",2,42.6608375522774,40.6608375522774,,,,
26,0,,0.910694382735528,43.5715319350129,42.6608375522774,,,,
27,1,"5_aClock_a5.tiff",2,45.5715319350129,43.5715319350129,,,,
28,0,,0.851123355911113,46.422655290924,45.5715319350129,,,,
29,1,"8_aRevClock_a4.tiff",2,48.422655290924,46.422655290924,,,,
30,0,,0.709148628171533,49.1318039190955,48.422655290924,,,,
31,3,"EmptyImageryBox.tiff",3,52.1318039190955,49.1318039190955,,,,
32,5,"8_aClock_a4.tiff",3,55.1318039190955,52.1318039190955,2,"8_aRevClock_a4.tiff","FP","Is this the same IMAGE?"
33,0,,0.896352158277296,56.0281560773728,55.1318039190955,,,,
34,1,"4_aClock_a3.tiff",2,58.0281560773728,56.0281560773728,,,,
35,0,,0.768432619050145,58.796588696423,58.0281560773728,,,,
36,1,"1_aRevClock_a5.tiff",2,60.796588696423,58.796588696423,,,,
37,0,,0.578372354968451,61.3749610513914,60.796588696423,,,,
38,3,"EmptyImageryBox.tiff",3,64.3749610513914,61.3749610513914,,,,
39,4,"1_aClock_a5.tiff",3,67.3749610513914,64.3749610513914,1,"1_aRevClock_a5.tiff","TP","Is this the same ANGLE?"
40,0,,0.742942299810238,68.1179033512017,67.3749610513914,,,,
41,1,"9_aRevClock_a1.tiff",2,70.1179033512017,68.1179033512017,,,,
42,0,,0.900985486223362,71.018888837425,70.1179033512017,,,,
43,1,"3_aClock_a5.tiff",2,73.018888837425,71.018888837425,,,,
44,0,,0.598651428357698,73.6175402657827,73.018888837425,,,,
45,1,"1_aRevClock_a2.tiff",2,75.6175402657827,73.6175402657827,,,,
46,0,,0.808140351786278,76.425680617569,75.6175402657827,,,,
47,1,"3_aRevClock_a1.tiff",2,78.425680617569,76.425680617569,,,,
48,0,,0.594963790965267,79.0206444085343,78.425680617569,,,,
49,3,"EmptyImageryBox.tiff",3,82.0206444085343,79.0206444085343,,,,
50,4,"3_aClock_a1.tiff",3,85.0206444085343,82.0206444085343,1,"3_aRevClock_a1.tiff","TP","Is this the same ANGLE?"
51,0,,0.925996311591007,85.9466407201253,85.0206444085343,,,,
52,1,"2_aClock_a1.tiff",2,87.9466407201253,85.9466407201253,,,,
53,0,,0.725807686219923,88.6724484063452,87.9466407201253,,,,
54,1,"3_aClock_a2.tiff",2,90.6724484063452,88.6724484063452,,,,
55,0,,0.944332785322331,91.6167811916675,90.6724484063452,,,,
56,3,"EmptyImageryBox.tiff",3,94.6167811916675,91.6167811916675,,,,
57,5,"3_aClock_a2.tiff",3,97.6167811916675,94.6167811916675,1,"3_aClock_a2.tiff","TP","Is this the same IMAGE?"
58,0,,0.698487664107233,98.3152688557748,97.6167811916675,,,,
59,1,"6_aClock_a3.tiff",2,100.315268855775,98.3152688557748,,,,
60,0,,0.516328141908161,100.831596997683,100.315268855775,,,,
61,1,"7_aRevClock_a6.tiff",2,102.831596997683,100.831596997683,,,,
62,0,,0.837368508218788,103.668965505902,102.831596997683,,,,
63,1,"4_aClock_a4.tiff",2,105.668965505902,103.668965505902,,,,
64,0,,0.806478441925719,106.475443947827,105.668965505902,,,,
65,3,"EmptyImageryBox.tiff",3,109.475443947827,106.475443947827,,,,
66,5,"4_aRevClock_a4.tiff",3,112.475443947827,109.475443947827,2,"4_aClock_a4.tiff","FP","Is this the same IMAGE?"
67,0,,0.826938682352193,113.30238263018,112.475443947827,,,,
68,1,"10_aRevClock_a5.tiff",2,115.30238263018,113.30238263018,,,,
