"trialNo","trialCode","stimFile","trialDuration","timeElapsed","trialOnset","corrAns","clockSource","trialType","questionTxt"
1,0,,0.659945508348756,0.659945508348756,0,,,,
2,1,"7_d12Clock_a3.tiff",2,2.65994550834876,0.659945508348756,,,,
3,0,,0.833186594769359,3.49313210311811,2.65994550834876,,,,
4,1,"10_d24Clock_a2.tiff",2,5.49313210311811,3.49313210311811,,,,
5,0,,0.626715616090223,6.11984771920834,5.49313210311811,,,,
6,1,"5_d12Clock_a5.tiff",2,8.11984771920834,6.11984771920834,,,,
7,0,,0.678508115583099,8.79835583479144,8.11984771920834,,,,
8,3,"EmptyImageryBox.tiff",3,11.7983558347914,8.79835583479144,,,,
9,5,"5_d12Clock_a5.tiff",3,14.7983558347914,11.7983558347914,1,"5_d12Clock_a5.tiff","TP","Is this the same IMAGE?"
10,0,,0.8093307352392,15.6076865700306,14.7983558347914,,,,
11,1,"10_d24Clock_a3.tiff",2,17.6076865700306,15.6076865700306,,,,
12,0,,0.802923360955901,18.4106099309865,17.6076865700306,,,,
13,1,"6_d12Clock_a5.tiff",2,20.4106099309865,18.4106099309865,,,,
14,0,,0.852940447395667,21.2635503783822,20.4106099309865,,,,
15,3,"EmptyImageryBox.tiff",3,24.2635503783822,21.2635503783822,,,,
16,4,"6_d24Clock_a3.tiff",3,27.2635503783822,24.2635503783822,2,"6_d12Clock_a5.tiff","TN","Is this the same TIME?"
17,0,,0.784160045091994,28.0477104234742,27.2635503783822,,,,
18,1,"6_d24Clock_a3.tiff",2,30.0477104234742,28.0477104234742,,,,
19,0,,0.996780804940499,31.0444912284147,30.0477104234742,,,,
20,1,"8_d12Clock_a2.tiff",2,33.0444912284147,31.0444912284147,,,,
21,0,,0.744813261204399,33.7893044896191,33.0444912284147,,,,
22,3,"EmptyImageryBox.tiff",3,36.7893044896191,33.7893044896191,,,,
23,0,,0.55761957145296,37.3469240610721,36.7893044896191,,,,
24,1,"1_d12Clock_a3.tiff",2,39.3469240610721,37.3469240610721,,,,
25,0,,0.937364850658923,40.284288911731,39.3469240610721,,,,
26,1,"1_d24Clock_a2.tiff",2,42.284288911731,40.284288911731,,,,
27,0,,0.875891853589565,43.1601807653205,42.284288911731,,,,
28,3,"EmptyImageryBox.tiff",3,46.1601807653205,43.1601807653205,,,,
29,0,,0.757180303684436,46.917361069005,46.1601807653205,,,,
30,1,"8_d12Clock_a5.tiff",2,48.917361069005,46.917361069005,,,,
31,0,,0.55019805720076,49.4675591262057,48.917361069005,,,,
32,1,"4_d24Clock_a1.tiff",2,51.4675591262057,49.4675591262057,,,,
33,0,,0.860973561648279,52.328532687854,51.4675591262057,,,,
34,1,"7_d12Clock_a6.tiff",2,54.328532687854,52.328532687854,,,,
35,0,,0.888324746279977,55.216857434134,54.328532687854,,,,
36,3,"EmptyImageryBox.tiff",3,58.216857434134,55.216857434134,,,,
37,5,"7_d24Clock_a6.tiff",3,61.216857434134,58.216857434134,2,"7_d12Clock_a6.tiff","FP","Is this the same IMAGE?"
38,0,,0.726682841195725,61.9435402753297,61.216857434134,,,,
39,1,"9_d24Clock_a4.tiff",2,63.9435402753297,61.9435402753297,,,,
40,0,,0.788682431797497,64.7322227071272,63.9435402753297,,,,
41,1,"9_d12Clock_a2.tiff",2,66.7322227071272,64.7322227071272,,,,
42,0,,0.814748731558211,67.5469714386854,66.7322227071272,,,,
43,3,"EmptyImageryBox.tiff",3,70.5469714386854,67.5469714386854,,,,
44,4,"9_d24Clock_a2.tiff",3,73.5469714386854,70.5469714386854,1,"9_d12Clock_a2.tiff","TP","Is this the same TIME?"
45,0,,0.780247679329477,74.3272191180149,73.5469714386854,,,,
46,1,"4_d12Clock_a3.tiff",2,76.3272191180149,74.3272191180149,,,,
47,0,,0.66686638246756,76.9940855004825,76.3272191180149,,,,
48,1,"1_d24Clock_a5.tiff",2,78.9940855004825,76.9940855004825,,,,
49,0,,0.932154011446983,79.9262395119295,78.9940855004825,,,,
